batsman,bowler,venue,phase,recent_bat_form,bowler_wickets_last50,batsman_runs_vs_bowler_last50,bat_phase_rpb,bp_wicket_rate,predicted_prob_wicket
hooda,aaron,"wankhede stadium, mumbai",middle,0.0,0.8,9.0,1.244047619047619,0.0,0.0039401576
lewis,aaron,"wankhede stadium, mumbai",powerplay,0.0,0.0,4.5,0.7857142857142857,0.07142857142857142,0.18187706
de kock,aaron,"wankhede stadium, mumbai",powerplay,0.0,1.5,1.25,1.2974238875878221,0.07142857142857142,0.30081606
manish pandey,aaron,"wankhede stadium, mumbai",powerplay,0.0,0.6,2.2,0.9577464788732394,0.07142857142857142,0.2289868
hooda,aaron,"wankhede stadium, mumbai",powerplay,0.0,1.0,4.0,1.0704225352112675,0.07142857142857142,0.23375413
ayush badoni,aaron,"wankhede stadium, mumbai",middle,0.0,1.0,0.0,1.1587837837837838,0.0,0.0023645351
ayush badoni,aaron,"wankhede stadium, mumbai",death,0.0,1.0,1.5,1.524547803617571,0.14285714285714285,0.650033
krunal pandya,aaron,"wankhede stadium, mumbai",death,0.0,1.25,2.25,1.292817679558011,0.14285714285714285,0.26491567
chameera,aaron,"wankhede stadium, mumbai",death,0.0,2.0,0.0,1.1521739130434783,0.14285714285714285,0.37621224
lalit yadav,aaron,"maharashtra cricket association stadium, pune",middle,48.0,2.0,0.5,1.0901639344262295,0.0,0.01130654
pant,aaron,"maharashtra cricket association stadium, pune",middle,1.0,2.0,2.25,1.3107221006564551,0.0,0.0054252422
warner,abbott,"brabourne stadium, mumbai",powerplay,24.333333333333332,0.0,10.714285714285714,1.394557823129252,0.07692307692307694,0.31697243
powell,abbott,"brabourne stadium, mumbai",middle,34.666666666666664,0.0,2.0,1.027027027027027,0.0,0.005985389
warner,abbott,"brabourne stadium, mumbai",death,24.333333333333332,0.0,0.0,1.2236842105263157,0.0,0.0027799176
powell,abbott,"brabourne stadium, mumbai",death,34.666666666666664,0.0,4.6,1.6845637583892619,0.0,0.013438215
warner,abbott,"brabourne stadium, mumbai",middle,24.333333333333332,0.0,6.0,1.2613240418118468,0.0,0.003777638
mitchell marsh,abbott,"brabourne stadium, mumbai",powerplay,21.333333333333332,0.0,3.6,1.4550561797752808,0.07692307692307693,0.53226495
pant,abbott,"brabourne stadium, mumbai",powerplay,30.0,1.0,0.0,1.2222222222222223,0.07692307692307693,0.37186757
hooda,abdul samad,"dr dy patil sports academy, mumbai",middle,34.0,0.0,0.6666666666666666,1.244047619047619,0.0,0.004666292
rahul,abdul samad,"dr dy patil sports academy, mumbai",middle,20.0,0.0,3.0,1.3390119250425894,0.0,0.008455168
shreyas iyer,abdul samad,"bharat ratna shri atal bihari vajpayee ekana cricket stadium, lucknow",death,53.666666666666664,0.0,0.0,1.8774509803921569,0.0,0.005650261
philip salt,abhishek sharma,"arun jaitley stadium, delhi",middle,2.5,0.0,0.5,1.7033898305084745,0.023622047244094488,0.23212668
rutherford,abhishek sharma,"rajiv gandhi international stadium, hyderabad",death,31.333333333333332,0.8571428571428571,8.285714285714286,1.3233082706766919,0.03125,0.17955643
mitchell marsh,abhishek sharma,"arun jaitley stadium, delhi",middle,9.0,0.5,6.625,1.4316770186335404,0.023622047244094488,0.17474253
shubman gill,abhishek sharma,"narendra modi stadium, ahmedabad",middle,45.333333333333336,0.8333333333333334,5.333333333333333,1.4963609898107715,0.023622047244094488,0.09278726
manish pandey,abhishek sharma,"arun jaitley stadium, delhi",middle,32.86666666666667,0.4,1.6,1.1415094339622642,0.023622047244094488,0.3500331
priyam garg,abhishek sharma,"arun jaitley stadium, delhi",middle,23.0,1.0,0.0,1.5625,0.023622047244094488,0.20521057
kohli,abhishek sharma,"rajiv gandhi international stadium, hyderabad",middle,24.666666666666668,1.0,6.333333333333333,1.2521126760563381,0.023622047244094488,0.12220412
kohli,abhishek sharma,"m.chinnaswamy stadium, bengaluru",powerplay,46.0,1.3333333333333333,10.333333333333334,1.4065934065934067,0.0,0.0053722854
du plessis,abhishek sharma,"m.chinnaswamy stadium, bengaluru",powerplay,41.333333333333336,1.0,6.333333333333333,1.3782668500687756,0.0,0.008284767
du plessis,abhishek sharma,"rajiv gandhi international stadium, hyderabad",middle,55.0,1.1666666666666667,8.5,1.3947939262472886,0.023622047244094488,0.08551594
kohli,abhishek sharma,"rajiv gandhi international stadium, hyderabad",powerplay,23.037037037037038,0.8888888888888888,12.222222222222221,1.4065934065934067,0.0,0.0049822154
du plessis,abhishek sharma,"rajiv gandhi international stadium, hyderabad",powerplay,49.16666666666667,0.75,19.0,1.3782668500687758,0.0,0.0032732484
sai sudharsan,abhishek sharma,"narendra modi stadium, ahmedabad",middle,30.666666666666668,1.0,0.0,1.4033898305084747,0.023622047244094488,0.16100577
hetmyer,abhishek sharma,"ma chidambaram stadium, chennai",middle,13.0,1.0,0.6666666666666666,1.1741573033707866,0.023622047244094488,0.13349572
dhruv jurel,abhishek sharma,"ma chidambaram stadium, chennai",death,12.0,0.75,7.25,1.6521739130434783,0.03125,0.1555377
powell,abhishek sharma,"ma chidambaram stadium, chennai",death,11.0,0.5,0.5,1.6845637583892616,0.03125,0.30551448
samson,abhishek sharma,"rajiv gandhi international stadium, hyderabad",middle,15.0,0.6,0.4,1.3877887788778878,0.023622047244094488,0.2477364
dhruv jurel,abhishek sharma,"rajiv gandhi international stadium, hyderabad",middle,21.333333333333332,0.42857142857142855,15.142857142857142,1.2108433734939759,0.023622047244094484,0.053293254
powell,abhishek sharma,"ma chidambaram stadium, chennai",middle,11.0,1.0,2.0,1.027027027027027,0.023622047244094488,0.17755124
riyan parag,abhishek sharma,"ma chidambaram stadium, chennai",middle,43.666666666666664,0.5,0.75,1.3130434782608695,0.023622047244094488,0.28672925
samson,abhishek sharma,"ma chidambaram stadium, chennai",middle,16.666666666666668,0.0,2.0,1.3877887788778878,0.023622047244094488,0.4264461
dhruv jurel,abhishek sharma,"ma chidambaram stadium, chennai",middle,12.0,1.0,28.0,1.2108433734939759,0.023622047244094488,0.051167365
mitchell marsh,abhishek sharma,"rajiv gandhi international stadium, hyderabad",powerplay,30.0,2.0,16.571428571428573,1.455056179775281,0.0,0.004186953
markram,abhishek sharma,"rajiv gandhi international stadium, hyderabad",powerplay,12.0,2.0,0.6666666666666666,1.2717770034843205,0.0,0.0061996174
du plessis,abhishek sharma,"dr. y.s. rajasekhara reddy aca-vdca cricket stadium, visakhapatnam",powerplay,33.333333333333336,1.8571428571428572,24.714285714285715,1.3782668500687758,0.0,0.0045429277
abishek porel,abhishek sharma,"dr. y.s. rajasekhara reddy aca-vdca cricket stadium, visakhapatnam",middle,20.0,2.0,2.25,1.4300518134715026,0.023622047244094488,0.096201904
stubbs,abhishek sharma,"dr. y.s. rajasekhara reddy aca-vdca cricket stadium, visakhapatnam",middle,34.0,2.0,0.5,1.1919191919191918,0.023622047244094488,0.121608175
vipraj nigam,abhishek sharma,"rajiv gandhi international stadium, hyderabad",middle,16.666666666666668,2.0,0.5,1.3333333333333333,0.023622047244094488,0.12515037
priyam garg,abhishek sharma,"arun jaitley stadium, delhi",death,23.0,1.25,5.0,1.5,0.03125,0.24823144
stubbs,abhishek sharma,"rajiv gandhi international stadium, hyderabad",middle,22.0,2.0,2.5,1.1919191919191918,0.023622047244094488,0.19889528
fraser-mcgurk,abhishek sharma,"dr. y.s. rajasekhara reddy aca-vdca cricket stadium, visakhapatnam",powerplay,7.333333333333333,2.0,2.0,1.9866666666666668,0.0,0.006090495
pooran,abhishek sharma,"rajiv gandhi international stadium, hyderabad",powerplay,70.33333333333333,1.5,3.0,1.5425531914893618,0.0,0.006971539
prerak mankad,abhishek sharma,"rajiv gandhi international stadium, hyderabad",middle,4.0,0.5,2.75,1.3333333333333333,0.023622047244094488,0.18659732
stoinis,abhishek sharma,"rajiv gandhi international stadium, hyderabad",middle,7.666666666666667,0.375,3.375,1.3180428134556574,0.023622047244094488,0.11874954
harshit rana,abhishek sharma,"arun jaitley stadium, delhi",death,1.3333333333333333,0.5,7.166666666666667,1.186046511627907,0.03125,0.18341716
gaikwad,abhishek sharma,"rajiv gandhi international stadium, hyderabad",powerplay,20.666666666666668,0.5,0.5,1.3271604938271604,0.0,0.006529548
ravindra,abhishek sharma,"rajiv gandhi international stadium, hyderabad",powerplay,28.333333333333332,0.0,2.25,1.3095238095238095,0.0,0.004530042
angkrish raghuvanshi,abhishek sharma,"arun jaitley stadium, delhi",middle,29.666666666666668,0.5,0.5,1.3142857142857143,0.023622047244094488,0.21466076
rajat patidar,abhishek sharma,"wankhede stadium, mumbai",middle,29.666666666666668,0.8571428571428571,4.142857142857143,1.5661252900232019,0.023622047244094484,0.20918886
pooran,abhishek sharma,"rajiv gandhi international stadium, hyderabad",death,10.666666666666666,0.3333333333333333,18.0,1.6766467065868262,0.03125,0.086058006
stoinis,abhishek sharma,"rajiv gandhi international stadium, hyderabad",death,7.666666666666667,0.75,7.0,1.7924528301886793,0.03125,0.11469978
du plessis,abhishek sharma,"wankhede stadium, mumbai",middle,20.333333333333332,1.0,32.4,1.3947939262472886,0.023622047244094488,0.03206519
sarfaraz khan,abhishek sharma,"arun jaitley stadium, delhi",death,14.666666666666666,1.0,0.5,1.1111111111111112,0.03125,0.2654847
samson,abhishek sharma,"maharashtra cricket association stadium, pune",middle,0.0,1.0,8.0,1.3877887788778878,0.023622047244094488,0.14549415
buttler,abhishek sharma,"maharashtra cricket association stadium, pune",middle,0.0,1.0,0.0,1.3533697632058288,0.023622047244094488,0.11361579
rohit,abhishek sharma,"wankhede stadium, mumbai",middle,21.0,0.75,2.75,1.335593220338983,0.023622047244094488,0.2962869
ishan kishan,abhishek sharma,"wankhede stadium, mumbai",middle,34.0,1.0,0.5,1.2783505154639174,0.023622047244094488,0.18068923
buttler,abhishek sharma,"sawai mansingh stadium, jaipur",middle,17.666666666666668,1.0,3.857142857142857,1.3533697632058288,0.023622047244094484,0.09224415
samson,abhishek sharma,"sawai mansingh stadium, jaipur",middle,20.333333333333332,1.0,17.0,1.3877887788778878,0.023622047244094488,0.09343957
shepherd,adil rashid,"bharat ratna shri atal bihari vajpayee ekana cricket stadium, lucknow",death,19.333333333333332,0.0,0.0,2.0246913580246915,0.16666666666666666,0.8771298
samson,adil rashid,"rajiv gandhi international stadium, hyderabad",middle,28.0,1.1428571428571428,10.0,1.3877887788778878,0.0,0.006150741
jaiswal,adil rashid,"rajiv gandhi international stadium, hyderabad",middle,15.333333333333336,1.4545454545454546,3.272727272727273,1.3248847926267282,0.0,0.009034258
samson,adil rashid,"rajiv gandhi international stadium, hyderabad",death,28.0,1.0,14.5,1.7852760736196318,0.16666666666666666,0.3090112
riyan parag,adil rashid,"rajiv gandhi international stadium, hyderabad",death,9.666666666666666,1.0,0.5,1.5980392156862746,0.16666666666666666,0.70518064
krunal pandya,adil rashid,"bharat ratna shri atal bihari vajpayee ekana cricket stadium, lucknow",middle,8.0,1.4,2.2,1.1459074733096086,0.0,0.0057853647
rahul,adil rashid,"bharat ratna shri atal bihari vajpayee ekana cricket stadium, lucknow",middle,35.666666666666664,1.0,3.5714285714285716,1.3390119250425894,0.0,0.006496291
pooran,adil rashid,"bharat ratna shri atal bihari vajpayee ekana cricket stadium, lucknow",death,24.333333333333332,1.25,2.0,1.6766467065868262,0.16666666666666666,0.4435618
rahul,adil rashid,"bharat ratna shri atal bihari vajpayee ekana cricket stadium, lucknow",death,35.666666666666664,1.0,11.0,1.592274678111588,0.16666666666666666,0.7247012
odean smith,akash deep,"dr dy patil sports academy, mumbai",death,0.0,0.0,0.0,1.1666666666666667,0.04285714285714286,0.49635482
livingstone,akash deep,"dr dy patil sports academy, mumbai",death,0.0,0.75,2.5,1.9086294416243654,0.04285714285714286,0.48472634
shahrukh khan,akash deep,"dr dy patil sports academy, mumbai",death,0.0,1.0,0.0,1.5213270142180095,0.04285714285714286,0.49251887
rajapaksa,akash deep,"dr dy patil sports academy, mumbai",middle,0.0,1.0,6.5,1.3840579710144927,0.030612244897959183,0.1462847
dhawan,akash deep,"dr dy patil sports academy, mumbai",middle,0.0,1.3333333333333333,6.5,1.2262773722627738,0.03061224489795918,0.08953144
mayank,akash deep,"dr dy patil sports academy, mumbai",middle,0.0,1.0,0.5,1.1297709923664123,0.030612244897959183,0.4187798
sai sudharsan,akash deep,"narendra modi stadium, ahmedabad",powerplay,53.666666666666664,1.125,2.0,1.3036750483558994,0.03731343283582089,0.157918
abhishek sharma,akash deep,"bharat ratna shri atal bihari vajpayee ekana cricket stadium, lucknow",powerplay,27.333333333333332,2.6,3.8,1.5195007800312013,0.03731343283582089,0.27378327
shreyas iyer,akash deep,"dr dy patil sports academy, mumbai",powerplay,20.0,1.6666666666666667,2.0,1.2968036529680365,0.03731343283582089,0.28172255
venkatesh iyer,akash deep,"dr dy patil sports academy, mumbai",powerplay,16.0,1.0,0.0,1.2757475083056478,0.03731343283582089,0.6744116
umesh yadav,akash deep,"dr dy patil sports academy, mumbai",death,0.0,2.2,1.6,1.1466666666666667,0.04285714285714286,0.48807502
rahane,akash deep,"dr dy patil sports academy, mumbai",powerplay,44.0,2.6666666666666665,1.3333333333333333,1.492537313432836,0.03731343283582089,0.17689364
rutherford,akash deep,"narendra modi stadium, ahmedabad",death,31.0,3.0,0.0,1.3233082706766917,0.04285714285714285,0.401129
shahrukh khan,akash deep,"narendra modi stadium, ahmedabad",death,5.666666666666667,3.0,5.25,1.5213270142180095,0.04285714285714286,0.42783165
rutherford,akash deep,"narendra modi stadium, ahmedabad",middle,31.0,2.5,2.25,1.3846153846153846,0.030612244897959183,0.27859718
narine,akash deep,"dr dy patil sports academy, mumbai",middle,0.0,3.2,1.8,1.6578947368421055,0.030612244897959183,0.17922647
billings,akash deep,"dr dy patil sports academy, mumbai",middle,25.0,3.0,0.0,1.148936170212766,0.030612244897959183,0.17163411
atharva taide,akash deep,"bharat ratna shri atal bihari vajpayee ekana cricket stadium, lucknow",powerplay,26.666666666666668,2.142857142857143,4.142857142857143,1.425531914893617,0.03731343283582089,0.3666415
narine,akash deep,"dr dy patil sports academy, mumbai",powerplay,0.0,3.0,7.0,1.559748427672956,0.03731343283582089,0.30943474
nitish rana,akash deep,"dr dy patil sports academy, mumbai",powerplay,21.0,3.8,1.6,1.36318407960199,0.03731343283582089,0.39975998
shahrukh khan,akash deep,"narendra modi stadium, ahmedabad",middle,5.666666666666667,3.0,16.5,1.3550295857988166,0.030612244897959183,0.0634226
kamindu mendis,akash deep,"bharat ratna shri atal bihari vajpayee ekana cricket stadium, lucknow",death,11.0,3.0,0.5,1.0555555555555556,0.04285714285714286,0.40496
klaasen,akash deep,"bharat ratna shri atal bihari vajpayee ekana cricket stadium, lucknow",death,33.666666666666664,2.6,2.2,1.8746268656716416,0.04285714285714286,0.2808175
ishan kishan,akash deep,"bharat ratna shri atal bihari vajpayee ekana cricket stadium, lucknow",powerplay,19.333333333333332,3.0,1.0,1.3191489361702127,0.03731343283582089,0.32627976
shubman gill,akash deep,"narendra modi stadium, ahmedabad",powerplay,70.66666666666667,1.3333333333333333,4.833333333333333,1.3354591836734695,0.03731343283582089,0.23648985
buttler,akash deep,"wankhede stadium, mumbai",death,67.5,1.0,7.8,1.9828178694158076,0.04285714285714286,0.2097326
shaik rasheed,akash deep,"bharat ratna shri atal bihari vajpayee ekana cricket stadium, lucknow",powerplay,0.0,1.4,5.6,1.078125,0.03731343283582089,0.24130368
ishan kishan,akash deep,"maharashtra cricket association stadium, pune",powerplay,49.666666666666664,1.0,4.0,1.3191489361702127,0.03731343283582089,0.3824065
rohit,akash deep,"maharashtra cricket association stadium, pune",powerplay,18.0,0.6666666666666666,0.6666666666666666,1.3333333333333333,0.03731343283582089,0.54295325
brevis,akash deep,"maharashtra cricket association stadium, pune",middle,29.0,0.4,4.0,1.5792079207920793,0.030612244897959183,0.2296255
ishan kishan,akash deep,"maharashtra cricket association stadium, pune",middle,49.666666666666664,0.0,5.666666666666667,1.2783505154639174,0.03061224489795918,0.6020228
tilak varma,akash deep,"maharashtra cricket association stadium, pune",middle,40.333333333333336,1.0,0.0,1.2791411042944785,0.03061224489795918,0.26757395
suryakumar yadav,akash deep,"maharashtra cricket association stadium, pune",middle,52.0,1.3333333333333333,0.3333333333333333,1.599730458221024,0.03061224489795918,0.23704888
ramandeep singh,akash deep,"maharashtra cricket association stadium, pune",middle,0.0,1.5,0.25,1.2238805970149254,0.030612244897959183,0.30570287
shubman gill,akash deep,"bharat ratna shri atal bihari vajpayee ekana cricket stadium, lucknow",powerplay,25.666666666666668,2.0,18.333333333333332,1.3354591836734695,0.03731343283582089,0.17917588
sai sudharsan,akash deep,"bharat ratna shri atal bihari vajpayee ekana cricket stadium, lucknow",powerplay,45.333333333333336,2.0,9.75,1.3036750483558994,0.03731343283582089,0.13423511
shubman gill,akash deep,"bharat ratna shri atal bihari vajpayee ekana cricket stadium, lucknow",middle,25.666666666666668,2.0,25.666666666666668,1.4963609898107715,0.03061224489795918,0.09683481
sai sudharsan,akash deep,"bharat ratna shri atal bihari vajpayee ekana cricket stadium, lucknow",middle,45.333333333333336,2.0,13.0,1.4033898305084744,0.03061224489795918,0.09902784
ravindra,akash deep,"bharat ratna shri atal bihari vajpayee ekana cricket stadium, lucknow",powerplay,14.333333333333334,2.0,0.0,1.3095238095238095,0.03731343283582089,0.33306393
tilak varma,akash deep,"m.chinnaswamy stadium, bengaluru",death,21.0,1.1666666666666667,9.666666666666666,1.6885813148788926,0.04285714285714285,0.25624365
uthappa,akash deep,"dr dy patil sports academy, mumbai",death,26.0,0.4444444444444444,18.555555555555557,1.8260869565217392,0.04285714285714286,0.16892931
shivam dube,akash deep,"dr dy patil sports academy, mumbai",middle,36.333333333333336,2.0,1.0,1.342809364548495,0.030612244897959183,0.21931171
uthappa,akash deep,"dr dy patil sports academy, mumbai",middle,26.0,2.0,0.5,1.3170731707317074,0.030612244897959183,0.1949819
uthappa,akash deep,"dr dy patil sports academy, mumbai",powerplay,26.0,2.0,10.0,1.1452991452991452,0.03731343283582089,0.27258265
moeen ali,akash deep,"dr dy patil sports academy, mumbai",powerplay,27.666666666666668,1.0,0.5,1.3805309734513274,0.03731343283582089,0.53147554
thakur,akash deep,"eden gardens, kolkata",middle,5.0,1.6,6.2,1.627906976744186,0.030612244897959183,0.108642936
rinku singh,akash deep,"eden gardens, kolkata",middle,16.333333333333332,1.5,0.5,1.1140939597315436,0.030612244897959183,0.36425945
gurbaz,akash deep,"eden gardens, kolkata",powerplay,22.0,0.0,5.25,1.2173913043478262,0.03731343283582089,0.307553
shivam dube,akash deep,"dr dy patil sports academy, mumbai",death,36.333333333333336,0.0,12.142857142857142,1.5759803921568627,0.04285714285714286,0.19243877
hetmyer,akash deep,"wankhede stadium, mumbai",death,33.5,0.5,3.0,1.5264227642276422,0.04285714285714286,0.4135715
will jacks,akash deep,"bharat ratna shri atal bihari vajpayee ekana cricket stadium, lucknow",powerplay,22.666666666666668,0.0,0.3333333333333333,1.484375,0.03731343283582089,0.3663936
rickelton,akash deep,"bharat ratna shri atal bihari vajpayee ekana cricket stadium, lucknow",powerplay,27.0,0.0,0.0,1.4924623115577889,0.03731343283582089,0.45475495
naman dhir,akash deep,"bharat ratna shri atal bihari vajpayee ekana cricket stadium, lucknow",powerplay,32.333333333333336,1.0,9.714285714285714,1.4038461538461537,0.03731343283582089,0.29850122
suryakumar yadav,akash deep,"bharat ratna shri atal bihari vajpayee ekana cricket stadium, lucknow",powerplay,34.666666666666664,1.0,5.0,1.3519553072625698,0.03731343283582089,0.28682664
naman dhir,akash deep,"bharat ratna shri atal bihari vajpayee ekana cricket stadium, lucknow",middle,32.333333333333336,1.0,20.0,1.4444444444444444,0.030612244897959183,0.10889499
suryakumar yadav,akash deep,"bharat ratna shri atal bihari vajpayee ekana cricket stadium, lucknow",middle,34.666666666666664,1.0,7.0,1.5997304582210243,0.030612244897959183,0.15004002
suryakumar yadav,akash deep,"bharat ratna shri atal bihari vajpayee ekana cricket stadium, lucknow",death,34.666666666666664,1.5,15.5,1.9766536964980546,0.04285714285714285,0.09385667
buttler,akash deep,"wankhede stadium, mumbai",powerplay,67.5,1.0,9.0,1.2663622526636225,0.03731343283582089,0.4336791
padikkal,akash deep,"wankhede stadium, mumbai",powerplay,24.0,1.0,1.6,1.1550387596899225,0.03731343283582089,0.23883909
buttler,akash deep,"wankhede stadium, mumbai",middle,67.5,1.0,18.666666666666668,1.3533697632058288,0.03061224489795918,0.16189769
padikkal,akash deep,"wankhede stadium, mumbai",middle,24.0,1.0,4.0,1.2442748091603053,0.030612244897959183,0.20150818
samson,akash deep,"wankhede stadium, mumbai",middle,42.5,1.0,0.5,1.3877887788778878,0.030612244897959183,0.53861696
tilak varma,akash deep,"bharat ratna shri atal bihari vajpayee ekana cricket stadium, lucknow",death,34.0,1.0,6.0,1.6885813148788926,0.04285714285714286,0.2527331
venkatesh iyer,akash deep,"eden gardens, kolkata",death,23.0,1.0,2.0,1.550387596899225,0.04285714285714286,0.6177511
rinku singh,akash deep,"eden gardens, kolkata",death,20.333333333333332,2.0,2.0,1.6855670103092784,0.04285714285714286,0.28114957
russell,akash deep,"eden gardens, kolkata",death,3.3333333333333335,2.0,2.0,1.6768802228412258,0.04285714285714285,0.23990946
suryakumar yadav,akash deep,"m.chinnaswamy stadium, bengaluru",powerplay,23.666666666666668,2.0,14.5,1.3519553072625698,0.03731343283582089,0.18832722
rohit,akash deep,"m.chinnaswamy stadium, bengaluru",powerplay,22.666666666666668,1.0,6.0,1.3333333333333333,0.03731343283582089,0.48606163
tilak varma,akash deep,"m.chinnaswamy stadium, bengaluru",powerplay,21.0,2.0,13.0,1.2276422764227641,0.03731343283582089,0.27877703
narine,akash deep,"eden gardens, kolkata",powerplay,17.0,2.142857142857143,16.142857142857142,1.559748427672956,0.03731343283582089,0.30299076
tilak varma,akash deep,"m.chinnaswamy stadium, bengaluru",middle,21.0,2.0,16.4,1.2791411042944785,0.030612244897959183,0.13983649
nehal wadhera,akash deep,"m.chinnaswamy stadium, bengaluru",middle,0.0,2.0,0.0,1.3048433048433048,0.030612244897959183,0.32103518
rahane,akash deep,"eden gardens, kolkata",powerplay,22.333333333333332,2.625,9.875,1.492537313432836,0.03731343283582089,0.33304757
rohit,akash deep,"wankhede stadium, mumbai",powerplay,25.0,2.3333333333333335,12.166666666666666,1.3333333333333333,0.03731343283582089,0.2829092
de kock,akash deep,"eden gardens, kolkata",powerplay,33.0,2.0,3.1666666666666665,1.2974238875878221,0.03731343283582089,0.49186242
ishan kishan,akash deep,"wankhede stadium, mumbai",powerplay,30.666666666666668,3.0,6.0,1.3191489361702127,0.03731343283582089,0.35189772
suryakumar yadav,akash deep,"wankhede stadium, mumbai",middle,28.666666666666668,2.5714285714285716,30.0,1.5997304582210243,0.030612244897959183,0.07090759
ishan kishan,akash deep,"wankhede stadium, mumbai",middle,30.666666666666668,2.5,12.0,1.2783505154639174,0.030612244897959183,0.54503715
rohit,akash deep,"wankhede stadium, mumbai",middle,25.0,2.0,13.0,1.335593220338983,0.030612244897959183,0.16731277
tilak varma,akash deep,"wankhede stadium, mumbai",death,34.0,2.0,28.0,1.6885813148788926,0.04285714285714286,0.18476678
hardik pandya,akash deep,"wankhede stadium, mumbai",death,32.333333333333336,2.0,0.0,1.5208333333333333,0.04285714285714286,0.4043602
shankar,akash madhwal,"wankhede stadium, mumbai",powerplay,25.333333333333332,2.0,1.5,1.041237113402062,0.0547945205479452,0.4827024
ashwin,akash madhwal,"wankhede stadium, mumbai",middle,13.0,2.857142857142857,1.1428571428571428,0.9874213836477986,0.050847457627118654,0.4203378
buttler,akash madhwal,"wankhede stadium, mumbai",middle,7.333333333333333,0.5,0.0,1.3533697632058288,0.05084745762711865,0.6546013
riyan parag,akash madhwal,"wankhede stadium, mumbai",middle,49.0,2.2857142857142856,3.2857142857142856,1.3130434782608695,0.050847457627118654,0.3250154
shubman gill,akash madhwal,"wankhede stadium, mumbai",powerplay,45.333333333333336,2.2,3.2,1.3354591836734695,0.0547945205479452,0.48766294
saha,akash madhwal,"wankhede stadium, mumbai",powerplay,40.666666666666664,1.0,0.0,1.2560240963855422,0.0547945205479452,0.77807724
hardik pandya,akash madhwal,"wankhede stadium, mumbai",powerplay,41.0,2.0,0.0,1.036764705882353,0.0547945205479452,0.5946388
buttler,akash madhwal,"wankhede stadium, mumbai",powerplay,7.333333333333333,2.6,1.0,1.2663622526636225,0.0547945205479452,0.3393127
riyan parag,akash madhwal,"wankhede stadium, mumbai",powerplay,49.0,2.0,1.0,1.5056179775280898,0.0547945205479452,0.39378798
samson,akash madhwal,"wankhede stadium, mumbai",powerplay,33.0,2.0,0.0,1.4078212290502794,0.0547945205479452,0.6568903
miller,akash madhwal,"wankhede stadium, mumbai",powerplay,17.666666666666668,3.0,0.0,0.9565217391304348,0.0547945205479452,0.6885948
shubman gill,akash madhwal,"narendra modi stadium, ahmedabad",middle,82.33333333333333,4.0,16.2,1.4963609898107715,0.05084745762711864,0.16323127
ravindra,akash madhwal,"wankhede stadium, mumbai",powerplay,9.666666666666666,3.6666666666666665,3.0,1.3095238095238095,0.0547945205479452,0.36720663
gaikwad,akash madhwal,"wankhede stadium, mumbai",powerplay,31.333333333333332,4.0,2.6666666666666665,1.3271604938271604,0.0547945205479452,0.3683988
gaikwad,akash madhwal,"wankhede stadium, mumbai",middle,31.333333333333332,4.0,6.8,1.3738938053097345,0.05084745762711864,0.3693649
shivam dube,akash madhwal,"wankhede stadium, mumbai",middle,30.333333333333332,4.0,0.0,1.342809364548495,0.05084745762711865,0.55625385
alzarri joseph,akash madhwal,"wankhede stadium, mumbai",death,1.6666666666666667,4.0,2.4,0.6111111111111112,0.05555555555555556,0.09276452
rashid khan,akash madhwal,"wankhede stadium, mumbai",death,2.0,4.0,0.0,1.752808988764045,0.05555555555555555,0.5941847
miller,akash madhwal,"wankhede stadium, mumbai",middle,17.666666666666668,4.75,0.75,1.1939393939393939,0.05084745762711865,0.55972236
rahul tewatia,akash madhwal,"wankhede stadium, mumbai",middle,14.0,5.0,0.5,0.7752808988764045,0.05084745762711865,0.7065068
rahane,akash madhwal,"eden gardens, kolkata",powerplay,31.0,3.6666666666666665,2.6666666666666665,1.492537313432836,0.0547945205479452,0.31815007
rabada,akash madhwal,"maharaja yadavindra singh international cricket stadium, mullanpur, chandigarh",death,2.0,3.0,0.5,1.0869565217391304,0.05555555555555555,0.6329235
prithvi shaw,akash madhwal,"wankhede stadium, mumbai",middle,19.333333333333332,6.0,0.0,1.5897435897435896,0.05084745762711865,0.6882889
abishek porel,akash madhwal,"wankhede stadium, mumbai",middle,6.0,3.6,3.8,1.4300518134715026,0.05084745762711864,0.26944736
shreyas iyer,akash madhwal,"sawai mansingh stadium, jaipur",middle,47.333333333333336,4.2,1.8,1.391919191919192,0.05084745762711864,0.386206
shubham dubey,akash madhwal,"wankhede stadium, mumbai",middle,0.0,3.5,2.0,1.0416666666666667,0.05084745762711865,0.3678681
russell,akash madhwal,"eden gardens, kolkata",death,18.333333333333332,2.857142857142857,6.857142857142857,1.6768802228412256,0.055555555555555546,0.39234826
rinku singh,akash madhwal,"eden gardens, kolkata",death,18.333333333333332,3.2,6.4,1.6855670103092784,0.05555555555555556,0.3535298
brevis,akash madhwal,"arun jaitley stadium, delhi",middle,28.0,2.4,1.8,1.5792079207920793,0.05084745762711864,0.44194335
shivam dube,akash madhwal,"arun jaitley stadium, delhi",middle,19.666666666666668,2.857142857142857,7.857142857142857,1.342809364548495,0.050847457627118654,0.46505406
gurbaz,akash madhwal,"eden gardens, kolkata",powerplay,9.333333333333334,2.6666666666666665,0.6666666666666666,1.2173913043478262,0.0547945205479452,0.5623195
