batter,bowler,balls_faced,runs_scored,dismissals,innings_faced,strike_rate
Head,Stoinis,2,4,0,1,200
Head,Thakur,7,10,0,1,142.8571429
Head,Theekshana,16,22,1,2,137.5
Head,Topley,7,21,0,1,300
Head,Tushar Deshpande,9,19,2,3,211.1111111
Head,Umesh Yadav,4,5,0,1,125
Head,Vaibhav Arora,11,24,2,3,218.1818182
Head,Varun Chakaravarthy,5,14,0,1,280
Head,Vijaykumar Vyshak,7,17,0,1,242.8571429
Head,Will Jacks,19,29,2,3,152.6315789
Head,Yash Dayal,13,27,0,2,207.6923077
Head,Yash Thakur,3,3,0,2,100
Hetmyer,Abhishek Sharma,3,1,1,1,33.33333333
Hetmyer,Akash Deep,2,7,0,1,350
Hetmyer,Akash Singh,3,8,0,1,266.6666667
Hetmyer,Alzarri Joseph,10,30,0,2,300
Hetmyer,Arshad Khan,2,6,1,1,300
Hetmyer,Arshdeep Singh,30,47,1,6,156.6666667
Hetmyer,Ashwin,3,11,0,1,366.6666667
Hetmyer,Avesh Khan,9,18,2,3,200
Hetmyer,Ayush Badoni,4,4,0,1,100
Hetmyer,Azmatullah,6,8,1,1,133.3333333
Hetmyer,Bhuvneshwar,18,34,1,4,188.8888889
Hetmyer,Bumrah,8,3,2,3,37.5
Hetmyer,Chahal,1,1,0,1,100
Hetmyer,Chakaravarthy,1,0,1,1,0
Hetmyer,Chameera,2,1,0,1,50
Hetmyer,Cummins,11,17,0,3,154.5454545
Hetmyer,Daniel Sams,5,3,0,2,60
Hetmyer,Fazalhaq Farooqi,6,10,0,1,166.6666667
Hetmyer,Ferguson,5,9,0,2,180
Hetmyer,Gowtham,14,14,0,1,100
Hetmyer,Green,6,9,0,2,150
Hetmyer,Hardik Pandya,14,19,1,3,135.7142857
Hetmyer,Harpreet Brar,2,1,0,1,50
Hetmyer,Harshal Patel,25,30,1,4,120
Hetmyer,Harshit Rana,5,2,2,2,40
Hetmyer,Hasaranga,15,14,1,3,93.33333333
Hetmyer,Hazlewood,6,1,1,3,16.66666667
Hetmyer,Holder,8,26,0,1,325
Hetmyer,Jadeja,3,3,0,1,100
Hetmyer,Jofra Archer,5,0,0,1,0
Hetmyer,Joshua Little,4,3,0,1,75
Hetmyer,Karn Sharma,6,19,0,1,316.6666667
Hetmyer,Khaleel Ahmed,3,7,0,1,233.3333333
Hetmyer,Khejroliya,7,8,0,1,114.2857143
Hetmyer,Krunal Pandya,6,10,0,1,166.6666667
Hetmyer,Kuldeep Yadav,2,1,0,1,50
Hetmyer,M Bracewell,9,13,0,1,144.4444444
Hetmyer,Marco Jansen,5,6,0,2,120
Hetmyer,Markram,5,2,0,1,40
Hetmyer,Maxwell,5,4,1,2,80
Hetmyer,Meredith,7,4,0,2,57.14285714
Hetmyer,Mitchell Starc,10,17,0,2,170
Hetmyer,Moeen Ali,12,10,0,4,83.33333333
Hetmyer,Mohit Sharma,9,11,0,3,122.2222222
Hetmyer,Mukesh Kumar,10,23,0,2,230
Hetmyer,Narine,13,16,0,2,123.0769231
Hetmyer,Nathan Ellis,13,21,0,2,161.5384615
Hetmyer,Naveen-ul-Haq,3,2,0,2,66.66666667
Hetmyer,Noor Ahmad,14,16,0,4,114.2857143
Hetmyer,Nortje,9,17,0,2,188.8888889
Hetmyer,Parnell,1,1,0,1,100
Hetmyer,Pathirana,11,8,1,2,72.72727273
Hetmyer,Pollard,7,22,0,1,314.2857143
Hetmyer,Powell,7,12,0,1,171.4285714
Hetmyer,Prasidh,8,8,1,1,100
Hetmyer,Prince Yadav,5,10,0,1,200
Hetmyer,Rabada,5,12,0,1,240
Hetmyer,Rahul Chahar,9,11,0,3,122.2222222
Hetmyer,Rashid Khan,36,48,1,6,133.3333333
Hetmyer,Ravi Bishnoi,9,4,1,2,44.44444444
Hetmyer,Russell,7,21,0,1,300
Hetmyer,Sai Kishore,5,10,0,1,200
Hetmyer,Sam Curran,19,46,2,3,242.1052632
Hetmyer,Shahbaz Ahmed,2,1,0,1,50
Hetmyer,Shami,7,15,2,2,214.2857143
Hetmyer,Shivam Mavi,11,13,0,2,118.1818182
Hetmyer,Siraj,18,29,1,4,161.1111111
Hetmyer,Solanki,3,4,1,1,133.3333333
Hetmyer,Southee,5,17,0,1,340
Hetmyer,Spencer Johnson,2,5,0,1,250
Hetmyer,Stoinis,2,1,0,1,50
Hetmyer,Suyash Sharma,3,2,0,2,66.66666667
Hetmyer,T Natarajan,19,29,2,4,152.6315789
Hetmyer,Thakur,1,1,0,1,100
Hetmyer,Theekshana,4,2,1,2,50
Hetmyer,Topley,2,5,0,1,250
Hetmyer,Tushar Deshpande,11,21,0,2,190.9090909
Hetmyer,Tymal Mills,4,11,0,1,275
Hetmyer,Umesh Yadav,3,8,0,1,266.6666667
Hetmyer,Unadkat,1,4,0,1,400
Hetmyer,Vaibhav Arora,2,3,0,1,150
Hetmyer,Varun Chakaravarthy,10,10,0,2,100
Hetmyer,Washington Sundar,1,2,0,1,200
Hetmyer,Willey,2,0,1,1,0
Hetmyer,Yash Dayal,6,12,0,3,200
Hetmyer,Zampa,7,18,0,1,257.1428571
Holder,Arshdeep Singh,3,3,0,1,100
Holder,Boult,8,8,0,1,100
Holder,Chawla,4,2,0,1,50
Holder,Green,3,8,0,1,266.6666667
Holder,Harshal Patel,7,14,1,1,200
Holder,Hazlewood,2,2,0,1,100
Holder,Jofra Archer,1,0,1,1,0
Holder,Meredith,3,1,0,2,33.33333333
Holder,Obed McCoy,2,1,1,1,50
Holder,Prasidh,6,0,1,1,0
Holder,Rabada,1,0,0,1,0
Holder,Rahul Chahar,4,8,1,1,200
Holder,Rashid Khan,2,1,1,1,50
Holder,Sam Curran,1,1,0,1,100
Holder,Shepherd,2,7,0,1,350
Holder,Shivam Mavi,2,12,0,1,600
Holder,Southee,2,1,1,1,50
Holder,T Natarajan,1,1,0,1,100
Holder,Tushar Deshpande,1,0,1,1,0
Hooda,Aaron,6,17,0,1,283.3333333
Hooda,Abdul Samad,3,2,0,1,66.66666667
Hooda,Alzarri Joseph,6,8,0,1,133.3333333
Hooda,Anukul Roy,9,14,0,1,155.5555556
Hooda,Arshdeep Singh,2,5,0,1,250
Hooda,Ashwin,29,31,2,5,106.8965517
Hooda,Avesh Khan,7,12,0,2,171.4285714
Hooda,Axar,19,26,0,3,136.8421053
Hooda,Behrendorff,4,2,1,1,50
Hooda,Bhuvneshwar,15,12,2,3,80
Hooda,Boult,28,43,0,5,153.5714286
Hooda,Bumrah,4,3,0,2,75
Hooda,Chahal,30,47,3,6,156.6666667
Hooda,Chakaravarthy,1,0,1,1,0
Hooda,Chawla,9,7,1,2,77.77777778
Hooda,Chetan Sakariya,5,7,0,1,140
Hooda,Cummins,6,3,0,1,50
Hooda,Dwayne Bravo,5,11,1,1,220
Hooda,Fazalhaq Farooqi,2,1,0,1,50
Hooda,Ferguson,8,3,0,1,37.5
Hooda,Gerald Coetzee,3,5,0,1,166.6666667
Hooda,Hardik Pandya,24,29,1,3,120.8333333
Hooda,Harpreet Brar,2,2,0,1,100
Hooda,Harshal Patel,13,15,0,3,115.3846154
Hooda,Harshit Rana,4,10,0,2,250
Hooda,Hasaranga,13,20,2,3,153.8461538
Hooda,Hazlewood,8,11,0,2,137.5
Hooda,Ishant,5,2,2,2,40
Hooda,Jordan,3,3,0,1,100
Hooda,Kuldeep Sen,4,1,1,1,25
Hooda,Kuldeep Yadav,17,22,1,4,129.4117647
Hooda,Lalit Yadav,3,4,0,1,133.3333333
Hooda,Livingstone,7,15,0,1,214.2857143
Hooda,Maxwell,1,1,0,1,100
Hooda,Meredith,1,0,1,1,0
Hooda,Moeen Ali,3,1,0,1,33.33333333
Hooda,Mohit Sharma,7,7,1,2,100
Hooda,Mukesh Kumar,5,4,0,1,80
Hooda,Mustafizur,9,16,0,3,177.7777778
Hooda,Nandre Burger,4,11,0,1,275
Hooda,Narine,9,10,0,2,111.1111111
Hooda,Nehal Wadhera,5,8,0,1,160
Hooda,Nortje,4,2,0,1,50
Hooda,Obed McCoy,6,9,0,1,150
Hooda,Parnell,3,5,1,1,166.6666667
Hooda,Pathirana,5,11,0,1,220
Hooda,Pollard,4,4,0,1,100
Hooda,Prasidh,3,5,0,1,166.6666667
Hooda,Pretorius,3,2,0,1,66.66666667
Hooda,Rabada,2,1,0,1,50
Hooda,Rahul Chahar,5,7,0,1,140
Hooda,Rashid Khan,23,23,2,3,100
Hooda,Raza,1,0,1,1,0
Hooda,Rishi Dhawan,8,9,0,1,112.5
Hooda,Russell,2,1,1,1,50
Hooda,Sai Kishore,6,4,0,1,66.66666667
Hooda,Sakariya,4,2,0,1,50
Hooda,Sam Curran,4,6,0,1,150
Hooda,Sandeep Sharma,8,7,0,2,87.5
Hooda,Santner,5,3,1,2,60
Hooda,Shahbaz Ahmed,15,20,0,2,133.3333333
Hooda,Shami,3,3,1,2,100
Hooda,Shepherd,6,8,1,1,133.3333333
Hooda,Shivam Mavi,8,11,0,1,137.5
Hooda,Siraj,5,1,1,2,20
Hooda,Starc,5,2,1,1,40
Hooda,T Natarajan,9,10,0,1,111.1111111
Hooda,Thakur,10,11,2,2,110
Hooda,Tymal Mills,2,10,0,1,500
Hooda,Umran Malik,10,27,0,1,270
Hooda,Unadkat,15,17,2,3,113.3333333
Hooda,Vaibhav Arora,5,6,0,1,120
Hooda,Varun Chakaravarthy,1,0,1,1,0
Hooda,Vignesh Puthur,3,1,1,1,33.33333333
Hooda,Washington Sundar,2,2,0,1,100
Hooda,Willey,3,3,0,1,100
Hooda,Yash Dayal,5,9,0,1,180
Hooda,Zeeshan Ansari,2,3,0,1,150
Hrithik Shokeen,Dwayne Bravo,10,11,1,2,110
Hrithik Shokeen,Harshal Patel,1,0,1,1,0
Hrithik Shokeen,Jadeja,12,17,0,1,141.6666667
Hrithik Shokeen,Karn Sharma,2,5,0,1,250
Hrithik Shokeen,M Theekshana,5,6,0,1,120
Hrithik Shokeen,Magala,3,3,0,1,100
Hrithik Shokeen,Moeen Ali,2,0,1,1,0
Hrithik Shokeen,Mukesh Choudhary,4,0,0,1,0
Hrithik Shokeen,Pretorius,12,16,0,2,133.3333333
Hrithik Shokeen,Santner,8,6,0,1,75
Hrithik Shokeen,Simarjeet Singh,4,1,0,1,25
Hrithik Shokeen,Tushar Deshpande,1,1,0,1,100
Indrajith,Axar,3,3,0,1,100
Indrajith,Boult,8,6,0,1,75
Indrajith,Kuldeep Yadav,1,0,1,1,0
Indrajith,Mohsin Khan,6,0,1,1,0
Indrajith,Mustafizur,4,3,0,1,75
Indrajith,Prasidh,8,9,1,1,112.5
Ishan Kishan,Abhishek Sharma,2,2,0,1,100
Ishan Kishan,Akash Deep,14,14,2,3,100
Ishan Kishan,Alzarri Joseph,7,7,1,1,100
Ishan Kishan,Anshul Kamboj,6,6,0,1,100
Ishan Kishan,Arshdeep Singh,16,32,2,5,200
Ishan Kishan,Ashwin,22,17,1,3,77.27272727
Ishan Kishan,Avesh Khan,6,3,0,2,50
Ishan Kishan,Axar,36,59,1,4,163.8888889
Ishan Kishan,Azmatullah,4,0,1,1,0
Ishan Kishan,Bhuvneshwar,34,62,1,6,182.3529412
Ishan Kishan,Boult,33,36,2,5,109.0909091
Ishan Kishan,Chahal,7,8,0,2,114.2857143
Ishan Kishan,Chahar,8,6,2,3,75
Ishan Kishan,Chakaravarthy,16,20,1,4,125
Ishan Kishan,Chameera,12,6,0,2,50
Ishan Kishan,Cummins,16,19,2,2,118.75
Ishan Kishan,Digvesh Rathi,8,7,1,1,87.5
Ishan Kishan,Fazalhaq Farooqi,6,13,0,2,216.6666667
Ishan Kishan,Ferguson,3,5,0,1,166.6666667
Ishan Kishan,Gerald Coetzee,5,4,1,1,80
Ishan Kishan,Hardik Pandya,2,2,0,2,100
Ishan Kishan,Harpreet Brar,6,13,0,1,216.6666667
Ishan Kishan,Harshal Patel,1,1,0,1,100
Ishan Kishan,Harshit Rana,8,15,0,2,187.5
Ishan Kishan,Hasaranga,10,21,1,2,210
Ishan Kishan,Hazlewood,6,16,0,1,266.6666667
Ishan Kishan,Holder,10,7,0,2,70
Ishan Kishan,Hooda,6,9,0,1,150
Ishan Kishan,Ishant,6,11,0,1,183.3333333
Ishan Kishan,J Richardson,1,0,0,1,0
Ishan Kishan,Jadeja,13,9,1,3,69.23076923
Ishan Kishan,Jofra Archer,10,27,0,1,270
Ishan Kishan,K Nagarkoti,2,8,0,1,400
Ishan Kishan,Khaleel Ahmed,34,57,0,5,167.6470588
Ishan Kishan,Krunal Pandya,35,54,0,4,154.2857143
Ishan Kishan,Kuldeep Yadav,13,14,1,2,107.6923077
Ishan Kishan,Lalit Yadav,17,15,1,3,88.23529412
Ishan Kishan,Livingstone,4,2,0,1,50
Ishan Kishan,Magala,10,26,0,1,260
Ishan Kishan,Marco Jansen,13,15,2,2,115.3846154
Ishan Kishan,Markande,7,12,0,1,171.4285714
Ishan Kishan,Markram,4,11,0,1,275
Ishan Kishan,Matt Henry,1,1,0,1,100
Ishan Kishan,Maxwell,5,16,0,1,320
Ishan Kishan,Mayank Yadav,7,7,0,1,100
Ishan Kishan,Mitchell Marsh,9,5,0,1,55.55555556
Ishan Kishan,Mitchell Starc,2,0,1,1,0
Ishan Kishan,Mohit Sharma,4,6,0,1,150
Ishan Kishan,Mohsin Khan,14,17,0,4,121.4285714
Ishan Kishan,Mukesh Choudhary,6,6,2,2,100
Ishan Kishan,Mukesh Kumar,4,2,1,2,50
Ishan Kishan,Mustafizur,10,18,0,2,180
Ishan Kishan,Nandre Burger,9,14,1,1,155.5555556
Ishan Kishan,Narine,34,47,1,5,138.2352941
Ishan Kishan,Nathan Ellis,10,13,0,1,130
Ishan Kishan,Navdeep Saini,7,18,0,1,257.1428571
Ishan Kishan,Naveen-ul-Haq,13,13,1,3,100
Ishan Kishan,Ngidi,9,15,0,1,166.6666667
Ishan Kishan,Nitish Rana,2,2,0,1,100
Ishan Kishan,Nitish Reddy,6,10,0,1,166.6666667
Ishan Kishan,Noor Ahmad,12,22,1,3,183.3333333
Ishan Kishan,Nortje,18,40,0,4,222.2222222
Ishan Kishan,Pathirana,1,0,1,1,0
Ishan Kishan,Prasidh,19,25,1,4,131.5789474
Ishan Kishan,Rabada,2,1,1,2,50
Ishan Kishan,Rahul Chahar,7,9,0,1,128.5714286
Ishan Kishan,Rahul Tewatia,4,9,0,1,225
Ishan Kishan,Rashid Khan,16,14,2,4,87.5
Ishan Kishan,Rasikh Salam,3,2,0,1,66.66666667
Ishan Kishan,Ravi Bishnoi,27,21,3,6,77.77777778
Ishan Kishan,Rishi Dhawan,6,14,0,1,233.3333333
Ishan Kishan,Riyan Parag,3,4,0,1,133.3333333
Ishan Kishan,Russell,7,9,0,2,128.5714286
Ishan Kishan,Sam Curran,11,15,0,2,136.3636364
Ishan Kishan,Sandeep Sharma,22,35,1,3,159.0909091
Ishan Kishan,Sangwan,6,10,0,1,166.6666667
Ishan Kishan,Santner,3,3,0,1,100
Ishan Kishan,Shahbaz Ahmed,2,6,1,1,300
Ishan Kishan,Shami,26,27,0,3,103.8461538
Ishan Kishan,Shashank Singh,2,5,0,1,250
Ishan Kishan,Shepherd,4,8,0,1,200
Ishan Kishan,Short,3,1,0,1,33.33333333
Ishan Kishan,Siraj,37,48,1,6,129.7297297
Ishan Kishan,Southee,6,5,0,1,83.33333333
Ishan Kishan,Starc,6,16,1,2,266.6666667
Ishan Kishan,Stoinis,8,3,1,2,37.5
Ishan Kishan,Suyash Sharma,13,21,0,2,161.5384615
Ishan Kishan,Swapnil Singh,4,9,0,1,225
Ishan Kishan,T Natarajan,11,15,0,2,136.3636364
Ishan Kishan,Thakur,26,54,1,6,207.6923077
Ishan Kishan,Theekshana,12,25,0,1,208.3333333
Ishan Kishan,Topley,16,23,0,2,143.75
Ishan Kishan,Tushar Deshpande,22,24,0,4,109.0909091
Ishan Kishan,Umesh Yadav,11,14,0,2,127.2727273
Ishan Kishan,Umran Malik,8,11,1,1,137.5
Ishan Kishan,Unadkat,2,5,0,1,250
Ishan Kishan,Vaibhav Arora,20,20,3,5,100
Ishan Kishan,Varun Chakaravarthy,1,1,0,1,100
Ishan Kishan,Venkatesh Iyer,3,6,0,1,200
Ishan Kishan,Vijaykumar Vyshak,1,1,0,1,100
Ishan Kishan,Washington Sundar,21,19,0,3,90.47619048
Ishan Kishan,Will Jacks,6,7,1,2,116.6666667
Ishan Kishan,Willey,9,8,0,1,88.88888889
Ishan Kishan,William ORourke,4,7,0,1,175
Ishan Kishan,Williams,7,6,0,1,85.71428571
Ishan Kishan,Yash Dayal,5,14,0,1,280
Ishan Kishan,Yash Thakur,7,8,0,2,114.2857143
Ishant,Bhuvneshwar,1,1,0,1,100
Ishant,Ferguson,2,0,0,1,0
Ishant,Siraj,2,0,0,1,0
Ishant,Vaibhav Arora,3,1,0,1,33.33333333
J Richardson,Gerald Coetzee,2,2,1,1,100
J Suchith,Hasaranga,4,2,1,1,50
J Suchith,Nathan Ellis,1,0,1,1,0
J Suchith,Siraj,3,0,0,1,0
Jackson,Boult,1,1,0,1,100
Jackson,Bumrah,2,1,1,1,50
Jackson,Chahal,2,1,0,1,50
Jackson,Dwayne Bravo,2,2,0,1,100
Jackson,Hasaranga,1,0,1,1,0
Jackson,J Suchith,2,1,0,1,50
Jackson,Meredith,2,2,0,1,100
Jackson,Milne,1,1,0,1,100
Jackson,Murugan Ashwin,3,2,0,1,66.66666667
Jackson,Obed McCoy,2,2,1,1,100
Jackson,Prasidh,3,4,0,1,133.3333333
Jackson,T Natarajan,1,0,0,1,0
Jackson,Umran Malik,4,6,1,1,150
Jacob Bethell,Anshul Kamboj,7,8,0,1,114.2857143
Jacob Bethell,Axar,4,2,1,1,50
Jacob Bethell,Jadeja,4,6,0,1,150
Jacob Bethell,Khaleel Ahmed,10,20,0,1,200
Jacob Bethell,Mitchell Starc,2,10,0,1,500
Jacob Bethell,Noor Ahmad,6,14,0,1,233.3333333
Jacob Bethell,Pathirana,3,1,1,1,33.33333333
Jacob Bethell,Sam Curran,3,6,0,1,200
Jadeja,Alzarri Joseph,8,9,1,3,112.5
Jadeja,Arshad Khan,3,7,0,1,233.3333333
Jadeja,Arshdeep Singh,19,28,2,5,147.3684211
Jadeja,Ashwani Kumar,3,11,0,1,366.6666667
Jadeja,Ashwin,3,2,0,1,66.66666667
Jadeja,Avesh Khan,3,3,1,2,100
Jadeja,Azmatullah,4,5,0,1,125
Jadeja,Bhuvneshwar,13,13,1,3,100
Jadeja,Boult,12,25,0,2,208.3333333
Jadeja,Bumrah,9,14,0,1,155.5555556
Jadeja,Chahal,8,7,0,2,87.5
Jadeja,Chahar,1,2,0,1,200
Jadeja,Chakaravarthy,14,13,0,3,92.85714286
Jadeja,Chameera,3,7,0,1,233.3333333
Jadeja,Cummins,8,11,0,2,137.5
Jadeja,Daniel Sams,3,2,0,1,66.66666667
Jadeja,Digvesh Rathi,2,2,0,1,100
Jadeja,Ferguson,6,24,0,2,400
Jadeja,Gerald Coetzee,2,2,0,1,100
Jadeja,Green,11,14,0,2,127.2727273
Jadeja,Hardik Pandya,4,2,0,1,50
Jadeja,Harpreet Brar,7,13,1,2,185.7142857
Jadeja,Harshal Patel,15,22,1,4,146.6666667
Jadeja,Harshit Rana,6,13,0,2,216.6666667
Jadeja,Hasaranga,11,5,1,4,45.45454545
Jadeja,Hazlewood,6,5,1,1,83.33333333
Jadeja,Holder,10,24,0,2,240
Jadeja,Hrithik Shokeen,2,1,0,1,50
Jadeja,Ishant,5,7,0,1,140
Jadeja,Kamindu Mendis,6,2,1,1,33.33333333
Jadeja,Kartik Tyagi,2,7,0,1,350
Jadeja,Khaleel Ahmed,6,4,0,2,66.66666667
Jadeja,Khejroliya,6,15,1,1,250
Jadeja,Krunal Pandya,17,17,0,4,100
Jadeja,Kuldeep Yadav,10,13,1,2,130
Jadeja,Kuldip Yadav,2,2,0,1,100
Jadeja,Livingstone,4,5,0,1,125
Jadeja,Marco Jansen,7,7,0,2,100
Jadeja,Mark Wood,3,0,1,1,0
Jadeja,Markram,6,4,0,2,66.66666667
Jadeja,Matt Henry,4,7,0,1,175
Jadeja,Maxwell,5,13,1,2,260
Jadeja,Meredith,3,0,1,1,0
Jadeja,Mitchell Marsh,4,6,1,1,150
Jadeja,Moeen Ali,3,2,0,1,66.66666667
Jadeja,Mohit Sharma,20,40,1,4,200
Jadeja,Mohsin Khan,8,10,1,2,125
Jadeja,Mukesh Kumar,6,9,0,1,150
Jadeja,Naman Dhir,7,5,1,1,71.42857143
Jadeja,Narine,11,6,1,3,54.54545455
Jadeja,Ngidi,14,25,0,1,178.5714286
Jadeja,Nortje,6,14,0,2,233.3333333
Jadeja,Prasidh,6,6,0,1,100
Jadeja,Rabada,6,7,0,2,116.6666667
Jadeja,Rahul Chahar,14,17,1,4,121.4285714
Jadeja,Rashid Khan,13,9,1,4,69.23076923
Jadeja,Ravi Bishnoi,20,27,1,4,135
Jadeja,Rishi Dhawan,2,7,0,1,350
Jadeja,Russell,8,11,0,1,137.5
Jadeja,Sakariya,4,9,0,1,225
Jadeja,Sam Curran,5,4,1,2,80
Jadeja,Sandeep Sharma,19,26,0,4,136.8421053
Jadeja,Santner,7,4,0,1,57.14285714
Jadeja,Shami,9,13,1,2,144.4444444
Jadeja,Shepherd,1,1,0,1,100
Jadeja,Shivam Mavi,4,2,0,1,50
Jadeja,Siraj,17,26,0,4,152.9411765
Jadeja,Stoinis,6,8,0,2,133.3333333
Jadeja,Suyash Sharma,27,50,0,3,185.1851852
Jadeja,T Natarajan,13,22,0,3,169.2307692
Jadeja,Thakur,5,3,0,1,60
Jadeja,Theekshana,4,5,0,1,125
Jadeja,Tushar Deshpande,7,14,0,2,200
Jadeja,Tye,2,4,1,1,200
Jadeja,Umesh Yadav,2,2,0,1,100
Jadeja,Unadkat,8,12,0,1,150
Jadeja,Vaibhav Arora,4,2,1,2,50
Jadeja,Varun Chakaravarthy,2,4,1,1,200
Jadeja,Vignesh Puthur,3,2,0,1,66.66666667
Jadeja,Vijaykumar Vyshak,1,1,0,1,100
Jadeja,Vipraj Nigam,2,2,0,1,100
Jadeja,Will Jacks,7,5,0,2,71.42857143
Jadeja,Yash Dayal,19,24,0,4,126.3157895
Jadeja,Yash Thakur,22,25,0,4,113.6363636
Jadeja,Yudhvir Singh,1,0,1,1,0
Jadeja,Zampa,3,3,0,2,100
Jadeja,Zeeshan Ansari,6,11,0,1,183.3333333
Jaiswal,Adil Rashid,11,11,0,1,100
Jaiswal,Akash Singh,17,39,0,2,229.4117647
Jaiswal,Anshul Kamboj,8,12,1,1,150
Jaiswal,Anukul Roy,2,1,0,1,50
Jaiswal,Arshad Khan,9,19,2,2,211.1111111
Jaiswal,Arshdeep Singh,33,57,2,6,172.7272727
Jaiswal,Avesh Khan,16,22,1,3,137.5
Jaiswal,Axar,19,29,0,3,152.6315789
Jaiswal,Ayush Badoni,2,0,1,1,0
Jaiswal,Bartlett,6,12,0,1,200
Jaiswal,Bhuvneshwar,53,94,0,7,177.3584906
Jaiswal,Boult,4,12,1,1,300
Jaiswal,Bumrah,12,18,1,2,150
Jaiswal,Chahal,12,19,0,2,158.3333333
Jaiswal,Chahar,2,1,0,1,50
Jaiswal,Chakaravarthy,10,10,0,1,100
Jaiswal,Chameera,10,22,0,1,220
Jaiswal,Chawla,23,46,0,2,200
Jaiswal,Chetan Sakariya,2,2,0,1,100
Jaiswal,Cummins,10,18,0,2,180
Jaiswal,Daniel Sams,1,1,0,1,100
Jaiswal,Digvesh Rathi,13,15,0,1,115.3846154
Jaiswal,Fazalhaq Farooqi,8,15,1,1,187.5
Jaiswal,Ferguson,14,16,1,2,114.2857143
Jaiswal,Gerald Coetzee,12,22,0,1,183.3333333
Jaiswal,Green,10,15,1,2,150
Jaiswal,Hardik Pandya,11,4,1,3,36.36363636
Jaiswal,Harpreet Brar,12,11,1,2,91.66666667
Jaiswal,Harshal Patel,7,4,1,2,57.14285714
Jaiswal,Harshit Rana,15,32,0,3,213.3333333
Jaiswal,Hasaranga,5,5,0,1,100
Jaiswal,Hazlewood,20,43,3,3,215
Jaiswal,Holder,4,4,0,1,100
Jaiswal,Ishant,5,7,0,1,140
Jaiswal,Jadeja,13,21,0,1,161.5384615
Jaiswal,Jofra Archer,11,21,0,1,190.9090909
Jaiswal,Karn Sharma,3,3,0,1,100
Jaiswal,Kartikeya,4,1,0,1,25
Jaiswal,Khaleel Ahmed,28,58,2,5,207.1428571
Jaiswal,Krunal Pandya,10,12,0,1,120
Jaiswal,Kuldeep Yadav,12,19,1,3,158.3333333
Jaiswal,Kwena Maphaka,6,10,1,1,166.6666667
Jaiswal,Livingstone,9,15,0,3,166.6666667
Jaiswal,Marco Jansen,29,56,1,4,193.1034483
Jaiswal,Markram,6,15,0,1,250
Jaiswal,Matheesha Pathirana,4,2,0,1,50
Jaiswal,Matt Henry,10,13,0,1,130
Jaiswal,Maxwell,11,20,0,3,181.8181818
Jaiswal,Meredith,19,45,0,1,236.8421053
Jaiswal,Mishra,5,4,0,1,80
Jaiswal,Mitchell Marsh,4,3,1,1,75
Jaiswal,Mitchell Starc,10,17,0,1,170
Jaiswal,Moeen Ali,23,21,2,4,91.30434783
Jaiswal,Mohit Sharma,3,3,0,1,100
Jaiswal,Mohsin Khan,20,31,1,3,155
Jaiswal,Mukesh Choudhary,12,22,0,1,183.3333333
Jaiswal,Mukesh Kumar,16,17,2,3,106.25
Jaiswal,N Thushara,8,14,0,1,175
Jaiswal,Nabi,11,19,0,1,172.7272727
Jaiswal,Narine,8,11,0,1,137.5
Jaiswal,Nathan Ellis,7,10,1,1,142.8571429
Jaiswal,Naveen-ul-Haq,9,9,0,2,100
Jaiswal,Nitish Rana,6,26,0,1,433.3333333
Jaiswal,Nitish Reddy,4,9,0,1,225
Jaiswal,Nortje,11,12,0,2,109.0909091
Jaiswal,Pathirana,2,3,0,1,150
Jaiswal,Prasidh,12,30,0,1,250
Jaiswal,Prince Yadav,10,10,0,1,100
Jaiswal,Rabada,13,12,1,3,92.30769231
Jaiswal,Rahul Chahar,18,29,0,2,161.1111111
Jaiswal,Rashid Khan,12,8,0,1,66.66666667
Jaiswal,Ravi Bishnoi,15,14,0,3,93.33333333
Jaiswal,Rishi Dhawan,10,16,0,1,160
Jaiswal,Sam Curran,24,34,1,4,141.6666667
Jaiswal,Sandeep Sharma,15,29,0,1,193.3333333
Jaiswal,Santner,8,11,0,1,137.5
Jaiswal,Shahbaz Ahmed,8,17,1,3,212.5
Jaiswal,Shami,25,29,0,5,116
Jaiswal,Shepherd,3,1,1,1,33.33333333
Jaiswal,Simarjeet Singh,12,10,2,3,83.33333333
Jaiswal,Siraj,35,54,1,7,154.2857143
Jaiswal,Solanki,4,8,1,1,200
Jaiswal,Spencer Johnson,14,22,0,2,157.1428571
Jaiswal,Starc,5,9,0,1,180
Jaiswal,Stoinis,20,26,2,4,130
Jaiswal,Stubbs,4,7,0,1,175
Jaiswal,Suyash Sharma,17,28,0,2,164.7058824
Jaiswal,Swapnil Singh,7,10,0,1,142.8571429
Jaiswal,T Natarajan,10,10,1,4,100
Jaiswal,Thakur,20,44,0,4,220
Jaiswal,Theekshana,18,18,0,2,100
Jaiswal,Tilak Varma,2,5,0,1,250
Jaiswal,Topley,2,0,1,1,0
Jaiswal,Tushar Deshpande,12,15,2,3,125
Jaiswal,Umesh Yadav,13,18,1,1,138.4615385
Jaiswal,Umran Malik,6,7,0,1,116.6666667
Jaiswal,Unadkat,6,6,0,2,100
Jaiswal,Vaibhav Arora,15,26,1,3,173.3333333
Jaiswal,Varun Chakaravarthy,7,10,0,2,142.8571429
Jaiswal,Vijaykumar Vyshak,3,1,0,1,33.33333333
Jaiswal,Washington Sundar,15,28,0,3,186.6666667
