batter,bowler,balls_faced,runs_scored,dismissals,innings_faced,strike_rate
Rutherford,Hazlewood,5,11,0,1,220
Rutherford,Khaleel Ahmed,2,0,0,1,0
Rutherford,Krunal Pandya,3,8,0,1,266.6666667
Rutherford,Kuldeep Yadav,11,17,0,1,154.5454545
Rutherford,Livingstone,3,1,0,1,33.33333333
Rutherford,Marco Jansen,4,6,0,1,150
Rutherford,Mohit Sharma,7,17,0,1,242.8571429
Rutherford,Mukesh Kumar,7,6,1,1,85.71428571
Rutherford,Narine,12,6,0,1,50
Rutherford,Navdeep Saini,2,1,0,1,50
Rutherford,Rasikh Salam,3,2,0,1,66.66666667
Rutherford,Ravi Bishnoi,4,2,0,1,50
Rutherford,Richard Gleeson,4,13,0,1,325
Rutherford,Russell,3,2,0,1,66.66666667
Rutherford,Sandeep Sharma,1,0,1,1,0
Rutherford,Satyanarayana Raju,3,8,0,1,266.6666667
Rutherford,Shahbaz Ahmed,8,16,0,1,200
Rutherford,Shami,5,5,0,1,100
Rutherford,Southee,9,2,1,1,22.22222222
Rutherford,Stoinis,6,17,0,1,283.3333333
Rutherford,Thakur,6,6,1,1,100
Rutherford,Theekshana,2,7,0,1,350
Rutherford,Umesh Yadav,6,3,0,1,50
Rutherford,Vijaykumar Vyshak,13,14,0,1,107.6923077
Rutherford,Vipraj Nigam,9,3,0,1,33.33333333
Rutherford,Will Jacks,6,14,0,1,233.3333333
Rutherford,William ORourke,6,6,1,1,100
Rutherford,Zeeshan Ansari,2,2,0,1,100
Saha,Akash Madhwal,3,4,1,2,133.3333333
Saha,Arjun Tendulkar,6,3,1,1,50
Saha,Arshdeep Singh,19,31,1,3,163.1578947
Saha,Ashwin,3,2,0,1,66.66666667
Saha,Avesh Khan,10,19,1,2,190
Saha,Axar,6,4,0,1,66.66666667
Saha,Behrendorff,15,15,0,3,100
Saha,Bhuvneshwar,7,7,1,2,100
Saha,Boult,12,22,1,2,183.3333333
Saha,Bumrah,6,4,1,1,66.66666667
Saha,Chahal,10,8,0,1,80
Saha,Chahar,40,50,3,4,125
Saha,Chakaravarthy,4,6,0,1,150
Saha,Ferguson,3,4,0,1,133.3333333
Saha,Green,3,2,0,1,66.66666667
Saha,Hardik Pandya,5,14,0,1,280
Saha,Harpreet Brar,7,3,0,2,42.85714286
Saha,Harshit Rana,3,3,0,1,100
Saha,Ishant,1,1,0,1,100
Saha,Jadeja,11,19,0,1,172.7272727
Saha,Jordan,1,0,0,1,0
Saha,Khaleel Ahmed,27,37,1,4,137.037037
Saha,Krunal Pandya,19,24,1,2,126.3157895
Saha,Kuldeep Yadav,4,2,1,1,50
Saha,Mayers,5,13,0,1,260
Saha,Mishra,4,4,0,1,100
Saha,Mohsin Khan,11,31,0,1,281.8181818
Saha,Mukesh Kumar,6,2,1,2,33.33333333
Saha,Mustafizur,4,9,0,1,225
Saha,Narine,2,2,1,1,100
Saha,Naveen-ul-Haq,10,9,0,1,90
Saha,Nortje,2,4,1,2,200
Saha,Parnell,3,5,0,1,166.6666667
Saha,Pathirana,1,1,0,1,100
Saha,RS Hangargekar,5,5,1,1,100
Saha,Rabada,17,20,2,3,117.6470588
Saha,Rasikh Salam,2,5,0,1,250
Saha,Ravi Bishnoi,13,15,0,2,115.3846154
Saha,Russell,3,1,1,1,33.33333333
Saha,Sandeep Sharma,6,7,0,1,116.6666667
Saha,Shahbaz Ahmed,5,9,1,1,180
Saha,Siraj,14,7,2,2,50
Saha,Stoinis,2,4,0,1,200
Saha,Swapnil Singh,10,7,1,3,70
Saha,Thakur,3,5,0,1,166.6666667
Saha,Theekshana,8,8,0,1,100
Saha,Tushar Deshpande,14,20,0,4,142.8571429
Saha,Umesh Yadav,9,6,0,1,66.66666667
Saha,Unadkat,4,9,0,1,225
Saha,Wood,4,1,0,1,25
Saha,Yash Thakur,4,8,0,1,200
Saha,Zampa,6,6,0,1,100
Sai Kishore,Anshul Kamboj,1,0,1,1,0
Sai Kishore,Ayush Badoni,2,1,1,1,50
Sai Kishore,Mukesh Kumar,2,1,0,1,50
Sai Kishore,Noor Ahmad,5,2,0,1,40
Sai Kishore,Pathirana,1,1,0,1,100
Sai Kishore,Rasikh Salam,4,12,1,1,300
Sai Kishore,Satyanarayana Raju,1,1,0,1,100
Sai Sudharsan,Abhishek Sharma,1,1,0,1,100
Sai Sudharsan,Akash Deep,14,17,0,2,121.4285714
Sai Sudharsan,Akash Madhwal,5,3,0,1,60
Sai Sudharsan,Akash Maharaj Singh,6,11,0,1,183.3333333
Sai Sudharsan,Anshul Kamboj,1,1,0,1,100
Sai Sudharsan,Arshdeep Singh,32,37,2,5,115.625
Sai Sudharsan,Ashwani Kumar,6,7,0,1,116.6666667
Sai Sudharsan,Ashwin,6,6,0,1,100
Sai Sudharsan,Avesh Khan,11,20,0,2,181.8181818
Sai Sudharsan,Axar,25,51,0,3,204
Sai Sudharsan,Azmatullah,5,10,0,1,200
Sai Sudharsan,Behrendorff,3,5,0,1,166.6666667
Sai Sudharsan,Bhuvneshwar,24,24,0,4,100
Sai Sudharsan,Boult,38,43,2,5,113.1578947
Sai Sudharsan,Bumrah,17,17,1,2,100
Sai Sudharsan,Chahal,17,40,0,2,235.2941176
Sai Sudharsan,Chahar,19,25,0,4,131.5789474
Sai Sudharsan,Chakaravarthy,4,9,0,1,225
Sai Sudharsan,Chameera,4,6,0,1,150
Sai Sudharsan,Chawla,16,24,0,2,150
Sai Sudharsan,Cummins,13,12,1,3,92.30769231
Sai Sudharsan,Digvesh Rathi,10,13,0,1,130
Sai Sudharsan,Fazalhaq Farooqi,13,20,0,2,153.8461538
Sai Sudharsan,Ferguson,8,7,0,1,87.5
Sai Sudharsan,Gerald Coetzee,10,10,0,1,100
Sai Sudharsan,Green,14,22,1,3,157.1428571
Sai Sudharsan,Hardik Pandya,17,27,0,3,158.8235294
Sai Sudharsan,Harpreet Brar,12,15,0,3,125
Sai Sudharsan,Harshal Patel,13,25,1,4,192.3076923
Sai Sudharsan,Harshit Rana,7,14,0,1,200
Sai Sudharsan,Hasaranga,12,16,1,2,133.3333333
Sai Sudharsan,Hazlewood,8,12,1,1,150
Sai Sudharsan,Ishant,2,0,1,1,0
Sai Sudharsan,Jadeja,38,65,1,5,171.0526316
Sai Sudharsan,Jofra Archer,19,21,0,2,110.5263158
Sai Sudharsan,Jordan,8,16,0,1,200
Sai Sudharsan,Karn Sharma,8,20,0,1,250
Sai Sudharsan,Kartikeya,5,4,0,1,80
Sai Sudharsan,Khaleel Ahmed,21,29,0,4,138.0952381
Sai Sudharsan,Krunal Pandya,12,16,1,2,133.3333333
Sai Sudharsan,Kuldeep Sen,1,0,1,1,0
Sai Sudharsan,Kuldeep Yadav,31,36,1,4,116.1290323
Sai Sudharsan,Kumar Kartikeya,3,2,0,1,66.66666667
Sai Sudharsan,Livingstone,19,19,0,3,100
Sai Sudharsan,M Siddharth,8,8,0,1,100
Sai Sudharsan,Maharaj,2,1,0,1,50
Sai Sudharsan,Marco Jansen,22,30,1,3,136.3636364
Sai Sudharsan,Markande,15,19,0,2,126.6666667
Sai Sudharsan,Markram,3,3,0,2,100
Sai Sudharsan,Maxwell,11,20,0,2,181.8181818
Sai Sudharsan,Mayank Yadav,5,9,0,1,180
Sai Sudharsan,Meredith,3,5,0,1,166.6666667
Sai Sudharsan,Mitchell,14,27,0,2,192.8571429
Sai Sudharsan,Mitchell Marsh,9,8,0,1,88.88888889
Sai Sudharsan,Mitchell Starc,7,15,0,1,214.2857143
Sai Sudharsan,Moeen Ali,7,7,0,1,100
Sai Sudharsan,Mujeeb,5,12,0,1,240
Sai Sudharsan,Mukesh Kumar,22,32,0,4,145.4545455
Sai Sudharsan,Mustafizur,15,24,0,2,160
Sai Sudharsan,Naman Dhir,7,15,0,2,214.2857143
Sai Sudharsan,Narine,20,26,1,2,130
Sai Sudharsan,Naveen-ul-Haq,3,10,0,1,333.3333333
Sai Sudharsan,Noor Ahmad,3,6,0,1,200
Sai Sudharsan,Nortje,20,40,0,2,200
Sai Sudharsan,Odean Smith,7,7,0,1,100
Sai Sudharsan,Pathirana,20,38,2,2,190
Sai Sudharsan,Pollard,5,7,1,1,140
Sai Sudharsan,RS Hangargekar,3,4,1,1,133.3333333
Sai Sudharsan,Rabada,21,28,0,5,133.3333333
Sai Sudharsan,Rahul Chahar,16,20,1,3,125
Sai Sudharsan,Rasikh Salam,10,12,1,2,120
Sai Sudharsan,Ravi Bishnoi,9,16,1,2,177.7777778
Sai Sudharsan,Raza,7,15,0,1,214.2857143
Sai Sudharsan,Richard Gleeson,9,15,1,1,166.6666667
Sai Sudharsan,Rishi Dhawan,12,15,0,1,125
Sai Sudharsan,Riyan Parag,1,1,0,1,100
Sai Sudharsan,Russell,1,0,1,1,0
Sai Sudharsan,Sam Curran,16,16,1,3,100
Sai Sudharsan,Sandeep Sharma,32,31,0,4,96.875
Sai Sudharsan,Santner,21,40,0,4,190.4761905
Sai Sudharsan,Satyanarayana Raju,6,15,0,1,250
Sai Sudharsan,Shahbaz Ahmed,6,6,0,2,100
Sai Sudharsan,Shami,14,25,1,2,178.5714286
Sai Sudharsan,Shams Mulani,6,4,0,1,66.66666667
Sai Sudharsan,Shivam Dube,7,13,0,1,185.7142857
Sai Sudharsan,Short,4,6,0,1,150
Sai Sudharsan,Simarjeet Singh,8,24,0,1,300
Sai Sudharsan,Siraj,13,16,0,2,123.0769231
Sai Sudharsan,Stoinis,3,11,0,1,366.6666667
Sai Sudharsan,Suyash Sharma,11,15,0,1,136.3636364
Sai Sudharsan,Swapnil Singh,6,11,0,1,183.3333333
Sai Sudharsan,T Natarajan,20,47,1,3,235
Sai Sudharsan,Thakur,20,24,0,3,120
Sai Sudharsan,Theekshana,28,43,1,3,153.5714286
Sai Sudharsan,Tushar Deshpande,38,65,2,5,171.0526316
Sai Sudharsan,Umesh Yadav,1,1,0,1,100
Sai Sudharsan,Unadkat,9,11,0,2,122.2222222
Sai Sudharsan,Vaibhav Arora,11,16,0,2,145.4545455
Sai Sudharsan,Varun Chakaravarthy,5,7,0,1,140
Sai Sudharsan,Vipraj Nigam,12,15,0,2,125
Sai Sudharsan,Washington Sundar,7,10,0,2,142.8571429
Sai Sudharsan,William ORourke,3,4,1,1,133.3333333
Sai Sudharsan,Yash Dayal,29,28,0,3,96.55172414
Sai Sudharsan,Yash Thakur,2,2,0,1,100
Sai Sudharsan,Yudhvir Singh,4,7,0,1,175
Sai Sudharsan,Zampa,4,4,0,1,100
Sai Sudharsan,Zeeshan Ansari,3,3,1,1,100
Sakariya,Mark Wood,4,4,1,1,100
Sakariya,Theekshana,2,0,0,1,0
Sam Curran,Alzarri Joseph,4,4,0,2,100
Sam Curran,Arjun Tendulkar,3,11,0,1,366.6666667
Sam Curran,Arshdeep Singh,6,1,0,1,16.66666667
Sam Curran,Ashwin,14,15,0,1,107.1428571
Sam Curran,Avesh Khan,8,13,0,2,162.5
Sam Curran,Axar,16,19,0,2,118.75
Sam Curran,Azmatullah,16,28,1,3,175
Sam Curran,Bhuvneshwar,2,0,0,1,0
Sam Curran,Boult,3,6,0,1,200
Sam Curran,Bumrah,4,1,1,1,25
Sam Curran,Chahal,28,60,0,4,214.2857143
Sam Curran,Chakaravarthy,9,10,0,2,111.1111111
Sam Curran,Chawla,2,0,0,1,0
Sam Curran,Cummins,6,2,0,2,33.33333333
Sam Curran,Ferguson,7,11,1,1,157.1428571
Sam Curran,Gerald Coetzee,3,5,0,1,166.6666667
Sam Curran,Gowtham,2,2,0,1,100
Sam Curran,Green,14,27,0,2,192.8571429
Sam Curran,Harpreet Brar,4,8,0,1,200
Sam Curran,Harshal Patel,6,2,1,2,33.33333333
Sam Curran,Hasaranga,1,1,0,1,100
Sam Curran,Holder,2,1,0,1,50
Sam Curran,Hrithik Shokeen,6,11,0,1,183.3333333
Sam Curran,Jadeja,13,16,1,2,123.0769231
Sam Curran,Jofra Archer,8,14,1,1,175
Sam Curran,Karn Sharma,3,3,0,1,100
Sam Curran,Khaleel Ahmed,8,5,1,1,62.5
Sam Curran,Krunal Pandya,6,12,0,3,200
Sam Curran,Kuldeep Sen,5,2,0,1,40
Sam Curran,Kuldeep Yadav,19,15,0,2,78.94736842
Sam Curran,Livingstone,4,3,1,1,75
Sam Curran,Maharaj,4,3,1,1,75
Sam Curran,Marco Jansen,13,23,1,2,176.9230769
Sam Curran,Markande,4,4,1,1,100
Sam Curran,Maxwell,5,5,0,2,100
Sam Curran,Mayank Dagar,2,3,0,1,150
Sam Curran,Mitchell Marsh,16,31,0,2,193.75
Sam Curran,Moeen Ali,3,2,0,1,66.66666667
Sam Curran,Mohit Sharma,15,10,1,2,66.66666667
Sam Curran,Mohsin Khan,1,0,1,1,0
Sam Curran,Mustafizur,4,4,0,1,100
Sam Curran,Naman Dhir,4,2,0,1,50
Sam Curran,Narine,7,5,0,2,71.42857143
Sam Curran,Navdeep Saini,5,7,0,1,140
Sam Curran,Naveen-ul-Haq,4,6,1,1,150
Sam Curran,Ngidi,3,0,1,1,0
Sam Curran,Nitish Reddy,8,13,0,1,162.5
Sam Curran,Noor Ahmad,6,5,0,2,83.33333333
Sam Curran,Pathirana,6,6,1,1,100
Sam Curran,Praveen Dubey,10,8,1,1,80
Sam Curran,Rashid Khan,16,16,1,3,100
Sam Curran,Ravi Bishnoi,5,9,1,2,180
Sam Curran,Richard Gleeson,9,10,0,1,111.1111111
Sam Curran,Sandeep Sharma,13,18,0,2,138.4615385
Sam Curran,Shami,7,12,0,2,171.4285714
Sam Curran,Simarjeet Singh,6,4,0,1,66.66666667
Sam Curran,Siraj,6,3,0,2,50
Sam Curran,Southee,4,10,0,1,250
Sam Curran,Sumit Kumar,2,5,0,1,250
Sam Curran,Suryansh Shedge,13,34,0,1,261.5384615
Sam Curran,Suyash Sharma,5,3,1,2,60
Sam Curran,Swapnil Singh,4,6,0,1,150
Sam Curran,T Natarajan,10,9,1,2,90
Sam Curran,Thakur,8,15,0,2,187.5
Sam Curran,Theekshana,6,10,0,1,166.6666667
Sam Curran,Unadkat,5,9,0,2,180
Sam Curran,Vignesh Puthur,1,1,0,1,100
Sam Curran,Vijaykumar Vyshak,4,5,1,1,125
Sam Curran,Washington Sundar,3,5,0,1,166.6666667
Sam Curran,Will Jacks,4,1,1,1,25
Sam Curran,Yash Dayal,8,10,1,2,125
Sam Curran,Zampa,10,9,0,1,90
Sameer Rizvi,Arshdeep Singh,5,10,0,1,200
Sameer Rizvi,Azmatullah,8,22,0,1,275
Sameer Rizvi,Boult,8,14,0,2,175
Sameer Rizvi,Bumrah,6,5,0,1,83.33333333
Sameer Rizvi,Chahar,6,12,0,1,200
Sameer Rizvi,Harpreet Brar,14,16,0,2,114.2857143
Sameer Rizvi,Harshal Patel,2,2,0,1,100
Sameer Rizvi,Jadeja,3,2,0,1,66.66666667
Sameer Rizvi,Karn Sharma,6,13,0,1,216.6666667
Sameer Rizvi,Khaleel Ahmed,1,0,1,1,0
Sameer Rizvi,Krunal Pandya,1,0,1,1,0
Sameer Rizvi,M Siddharth,3,0,1,1,0
Sameer Rizvi,Marco Jansen,5,10,0,1,200
Sameer Rizvi,Mohit Sharma,2,0,1,1,0
Sameer Rizvi,Mukesh Choudhary,1,1,0,1,100
Sameer Rizvi,Mukesh Kumar,1,0,1,1,0
Sameer Rizvi,Nandre Burger,2,1,0,1,50
Sameer Rizvi,Noor Ahmad,3,8,0,1,266.6666667
Sameer Rizvi,Pathirana,7,9,0,1,128.5714286
Sameer Rizvi,Praveen Dubey,1,0,0,1,0
Sameer Rizvi,Rabada,5,7,1,1,140
Sameer Rizvi,Rahul Chahar,6,5,0,1,83.33333333
Sameer Rizvi,Rashid Khan,4,14,0,1,350
Sameer Rizvi,Sandeep Sharma,4,6,0,1,150
Sameer Rizvi,Santner,11,3,1,1,27.27272727
Sameer Rizvi,Stoinis,6,8,0,2,133.3333333
Sameer Rizvi,Thakur,1,4,0,1,400
Samson,Abhishek Sharma,16,19,1,4,118.75
Samson,Adil Rashid,11,20,0,1,181.8181818
Samson,Akash Deep,4,2,0,1,50
Samson,Akash Madhwal,1,0,1,1,0
Samson,Alzarri Joseph,10,20,0,2,200
Samson,Anshul Kamboj,6,3,0,1,50
Samson,Anukul Roy,13,32,0,2,246.1538462
Samson,Arshad Khan,11,17,1,2,154.5454545
Samson,Arshdeep Singh,20,40,0,5,200
Samson,Ashwin,13,21,1,2,161.5384615
Samson,Avesh Khan,13,12,0,2,92.30769231
Samson,Axar,3,3,0,1,100
Samson,Ayush Badoni,2,2,0,1,100
Samson,Azmatullah,2,0,1,1,0
Samson,Bhuvneshwar,11,9,2,5,81.81818182
Samson,Bumrah,16,16,0,3,100
Samson,Chahal,11,19,0,2,172.7272727
Samson,Chakaravarthy,13,28,0,2,215.3846154
Samson,Chawla,11,12,0,2,109.0909091
Samson,Cummins,5,5,0,2,100
Samson,Daniel Sams,6,7,0,1,116.6666667
Samson,Fazalhaq Farooqi,2,1,0,1,50
Samson,Ferguson,18,17,2,4,94.44444444
Samson,Green,11,12,0,2,109.0909091
Samson,Hardik Pandya,18,31,1,4,172.2222222
Samson,Harpreet Brar,17,21,0,3,123.5294118
Samson,Harshal Patel,19,25,2,4,131.5789474
Samson,Harshit Rana,3,1,1,2,33.33333333
Samson,Hasaranga,32,38,3,4,118.75
Samson,Hazlewood,11,9,0,2,81.81818182
Samson,Himanshu Sharma,7,18,0,1,257.1428571
Samson,Holder,9,9,2,2,100
Samson,Hrithik Shokeen,5,15,0,1,300
Samson,Ishant,8,20,0,1,250
Samson,Jadeja,24,20,1,4,83.33333333
Samson,Jamie Overton,3,8,0,1,266.6666667
Samson,Joshua Little,3,5,1,1,166.6666667
Samson,Karn Sharma,3,3,0,1,100
Samson,Kartikeya,4,6,0,1,150
Samson,Khaleel Ahmed,35,52,1,5,148.5714286
Samson,Khejroliya,7,15,0,1,214.2857143
Samson,Krunal Pandya,24,23,1,3,95.83333333
Samson,Kuldeep Yadav,10,11,1,2,110
Samson,Kumar Kartikeya,1,0,1,1,0
Samson,Kwena Maphaka,3,8,0,1,266.6666667
Samson,Livingstone,8,13,0,1,162.5
Samson,Marco Jansen,11,15,0,3,136.3636364
Samson,Markande,11,32,0,1,290.9090909
Samson,Matheesha Pathirana,3,1,0,1,33.33333333
Samson,Maxwell,5,5,0,1,100
Samson,Mayank Dagar,6,14,0,1,233.3333333
Samson,Meredith,1,1,0,1,100
Samson,Mishra,4,6,0,1,150
Samson,Mitchell Marsh,1,1,0,1,100
Samson,Mitchell Starc,2,1,0,1,50
Samson,Moeen Ali,3,3,0,1,100
Samson,Mohit Sharma,21,23,0,3,109.5238095
Samson,Mohsin Khan,22,45,0,3,204.5454545
Samson,Mukesh Choudhary,3,5,0,1,166.6666667
Samson,Mukesh Kumar,23,43,1,4,186.9565217
Samson,Murugan Ashwin,3,8,0,1,266.6666667
Samson,Mustafizur,5,8,0,1,160
Samson,N Thushara,3,2,0,1,66.66666667
Samson,Nabi,5,9,0,1,180
Samson,Narine,23,19,0,3,82.60869565
Samson,Nathan Ellis,11,12,2,2,109.0909091
Samson,Naveen-ul-Haq,5,3,0,1,60
Samson,Noor Ahmad,17,24,2,4,141.1764706
Samson,Nortje,5,1,1,2,20
Samson,Parnell,1,0,1,1,0
Samson,Pathirana,12,17,0,2,141.6666667
Samson,Pollard,7,7,1,1,100
Samson,Prasidh,2,1,1,1,50
Samson,Rabada,2,1,1,1,50
Samson,Rahul Chahar,10,14,1,3,140
Samson,Rahul Tewatia,5,8,0,1,160
Samson,Rashid Khan,37,53,0,6,143.2432432
Samson,Rasikh Salam,7,19,0,1,271.4285714
Samson,Ravi Bishnoi,25,49,0,5,196
Samson,Raza,2,2,0,1,100
Samson,Rishi Dhawan,4,6,1,1,150
Samson,Russell,1,0,1,1,0
Samson,Sai Kishore,7,12,1,1,171.4285714
Samson,Sam Curran,1,1,0,1,100
Samson,Sandeep Sharma,2,5,0,1,250
Samson,Santner,5,1,1,1,20
Samson,Shahbaz Ahmed,9,23,0,3,255.5555556
Samson,Shami,17,36,0,4,211.7647059
Samson,Shepherd,6,8,0,1,133.3333333
Samson,Shivam Mavi,8,19,1,2,237.5
Samson,Simarjeet Singh,21,28,1,3,133.3333333
Samson,Siraj,20,20,1,4,100
Samson,Southee,7,8,0,1,114.2857143
Samson,Spencer Johnson,12,26,0,2,216.6666667
Samson,Starc,2,2,0,1,100
Samson,Stoinis,9,9,0,3,100
Samson,Suyash Sharma,9,8,0,1,88.88888889
Samson,Swapnil Singh,3,8,0,1,266.6666667
Samson,T Natarajan,21,31,1,4,147.6190476
Samson,Thakur,11,25,0,4,227.2727273
Samson,Theekshana,2,2,0,1,100
Samson,Tilak Varma,2,3,0,1,150
Samson,Topley,7,8,0,1,114.2857143
Samson,Tushar Deshpande,1,0,1,1,0
Samson,Tymal Mills,2,7,0,1,350
Samson,Umesh Yadav,24,40,0,3,166.6666667
Samson,Umran Malik,12,25,0,2,208.3333333
Samson,Unadkat,3,2,0,1,66.66666667
Samson,Vaibhav Arora,12,18,1,2,150
Samson,Vipraj Nigam,4,10,1,1,250
Samson,Vivrant Sharma,4,2,0,1,50
Samson,Washington Sundar,16,35,0,2,218.75
Samson,Willey,2,1,0,1,50
Samson,Yash Dayal,18,22,0,3,122.2222222
Samson,Yash Thakur,20,50,0,2,250
Samson,Zampa,7,15,0,1,214.2857143
Sandeep Sharma,Maxwell,1,0,0,1,0
Sandeep Sharma,Mohit Sharma,2,2,0,1,100
Sandeep Sharma,Prasidh,1,1,0,1,100
Sandeep Sharma,Sai Kishore,2,3,0,1,150
Sandeep Sharma,Shami,3,0,0,1,0
Sandeep Sharma,Siraj,2,2,0,1,100
Sangwan,Arshdeep Singh,2,1,1,1,50
Sangwan,Rabada,3,1,0,1,33.33333333
Sanjay Yadav,Bhuvneshwar,2,0,1,1,0
Santner,Arshdeep Singh,7,11,1,3,157.1428571
Santner,Ashwin,2,2,0,1,100
Santner,Avesh Khan,1,0,0,1,0
Santner,Azmatullah,1,0,0,1,0
Santner,Bumrah,3,3,0,1,100
Santner,Daniel Sams,6,8,1,1,133.3333333
Santner,Eshan Malinga,1,0,0,1,0
Santner,Green,1,1,0,1,100
Santner,Harshal Patel,3,2,0,1,66.66666667
Santner,Hazlewood,3,8,0,1,266.6666667
Santner,Jadeja,4,2,0,1,50
Santner,Joshua Little,1,0,0,1,0
Santner,Krunal Pandya,1,0,1,1,0
Santner,Mark Wood,1,1,0,1,100
Santner,Nathan Ellis,6,6,1,1,100
Santner,Noor Ahmad,1,1,0,1,100
Santner,Obed McCoy,2,1,0,1,50
Santner,Prasidh,4,1,0,2,25
Santner,Rabada,8,12,0,2,150
Santner,Rahul Chahar,3,2,1,1,66.66666667
Santner,Rashid Khan,2,0,1,1,0
Santner,Rishi Dhawan,6,2,0,1,33.33333333
Santner,Sam Curran,1,1,0,1,100
Santner,Sandeep Sharma,2,2,0,1,100
Santner,Shami,3,2,0,2,66.66666667
Santner,Siraj,7,8,1,2,114.2857143
Santner,Thakur,1,2,0,1,200
Sanvir Singh,Atharva Taide,1,4,0,1,400
Sanvir Singh,Bumrah,2,2,0,1,100
Sanvir Singh,Harpreet Brar,3,2,0,1,66.66666667
Sanvir Singh,Jordan,3,4,0,1,133.3333333
Sanvir Singh,Mohit Sharma,1,0,1,1,0
Sanvir Singh,N Thushara,5,6,0,1,120
Sanvir Singh,Narine,1,0,1,1,0
Sanvir Singh,Rashid Khan,1,1,0,1,100
Sanvir Singh,Shami,4,6,0,1,150
Sarfaraz Khan,Abhishek Sharma,2,1,0,1,50
Sarfaraz Khan,Akeal Hosein,2,2,0,1,100
Sarfaraz Khan,Alzarri Joseph,6,4,0,1,66.66666667
Sarfaraz Khan,Arshdeep Singh,5,6,1,1,120
Sarfaraz Khan,Ashwin,1,0,1,1,0
Sarfaraz Khan,Avesh Khan,9,17,0,2,188.8888889
Sarfaraz Khan,Bumrah,2,6,0,1,300
Sarfaraz Khan,Hardik Pandya,11,9,0,1,81.81818182
Sarfaraz Khan,Harpreet Brar,5,14,0,1,280
Sarfaraz Khan,Holder,7,6,0,1,85.71428571
Sarfaraz Khan,Joshua Little,4,4,0,1,100
Sarfaraz Khan,Krunal Pandya,4,5,0,1,125
Sarfaraz Khan,Livingstone,2,3,0,1,150
Sarfaraz Khan,Marco Jansen,5,7,0,1,140
Sarfaraz Khan,Mark Wood,6,0,1,1,0
Sarfaraz Khan,Markande,8,5,1,3,62.5
Sarfaraz Khan,Meredith,2,2,0,1,100
Sarfaraz Khan,Nathan Ellis,3,2,0,1,66.66666667
Sarfaraz Khan,Prasidh,2,1,0,1,50
Sarfaraz Khan,Rabada,4,1,0,2,25
Sarfaraz Khan,Rahul Chahar,7,9,0,1,128.5714286
Sarfaraz Khan,Rashid Khan,8,8,1,1,100
Sarfaraz Khan,Ravi Bishnoi,6,9,0,1,150
Sarfaraz Khan,Rishi Dhawan,3,9,0,1,300
Sarfaraz Khan,Shami,2,1,0,1,50
Sarfaraz Khan,T Natarajan,4,6,1,2,150
Sarfaraz Khan,Tye,5,3,0,1,60
Sarfaraz Khan,Washington Sundar,1,0,1,1,0
Sarfaraz Khan,Yash Dayal,3,4,0,1,133.3333333
Satyanarayana Raju,Nathan Ellis,1,1,0,1,100
Saurav Chauhan,Ashwin,3,7,0,1,233.3333333
Saurav Chauhan,Avesh Khan,1,1,0,1,100
Saurav Chauhan,Bumrah,4,3,1,1,75
Saurav Chauhan,Chahal,1,0,1,1,0
Saurav Chauhan,Cummins,1,0,1,1,0
Saurav Chauhan,Gerald Coetzee,4,6,0,1,150
Saurav Chauhan,Nandre Burger,1,1,0,1,100
Sediqullah Atal,Harpreet Brar,2,1,0,1,50
Sediqullah Atal,Marco Jansen,5,8,0,1,160
Sediqullah Atal,Praveen Dubey,4,2,1,1,50
Sediqullah Atal,Stoinis,5,11,0,1,220
Seifert,Basil Thampi,2,3,0,1,150
Seifert,Bumrah,6,9,0,1,150
Seifert,Daniel Sams,3,9,0,1,300
Seifert,Hardik Pandya,1,0,1,1,0
Seifert,Murugan Ashwin,3,0,1,1,0
Seifert,Shami,4,3,0,1,75
Shahbaz Ahmed,Alzarri Joseph,1,1,0,1,100
Shahbaz Ahmed,Arshdeep Singh,11,15,1,3,136.3636364
Shahbaz Ahmed,Ashwin,12,12,1,3,100
Shahbaz Ahmed,Avesh Khan,8,2,1,1,25
Shahbaz Ahmed,Axar,13,20,0,2,153.8461538
Shahbaz Ahmed,Boult,13,17,2,3,130.7692308
Shahbaz Ahmed,Bumrah,5,4,0,1,80
Shahbaz Ahmed,Chahal,17,9,0,3,52.94117647
Shahbaz Ahmed,Chakaravarthy,14,16,2,5,114.2857143
Shahbaz Ahmed,Chameera,3,5,0,1,166.6666667
Shahbaz Ahmed,Chawla,6,6,0,1,100
Shahbaz Ahmed,Darshan Nalkande,7,10,0,1,142.8571429
Shahbaz Ahmed,Daryl Mitchell,3,2,0,1,66.66666667
Shahbaz Ahmed,Dwayne Bravo,10,18,0,1,180
Shahbaz Ahmed,Ferguson,7,14,0,1,200
Shahbaz Ahmed,Green,2,2,0,1,100
Shahbaz Ahmed,Hardik Pandya,1,0,1,1,0
Shahbaz Ahmed,Harpreet Brar,3,1,0,1,33.33333333
Shahbaz Ahmed,Harshal Patel,2,1,0,1,50
Shahbaz Ahmed,Harshit Rana,1,0,1,1,0
Shahbaz Ahmed,Holder,6,5,0,1,83.33333333
Shahbaz Ahmed,J Suchith,1,1,0,1,100
Shahbaz Ahmed,Jadeja,14,16,0,3,114.2857143
Shahbaz Ahmed,Jordan,2,3,0,1,150
Shahbaz Ahmed,Karn Sharma,7,5,0,1,71.42857143
Shahbaz Ahmed,Khaleel Ahmed,11,29,0,2,263.6363636
